Room_Area,Room_Height,Room_Volume,Occupancy,Outdoor_Temperature,Window_Area,Equipment_Load,Insulation_Level,Sun_Exposure,AC_Capacity_Ton
69,2.9,200.1,7,28,10.7,1.2,4,3,2.0
26,4.0,104.0,2,32,3.0,0.3,3,1,1.0
33,3.6,118.8,3,27,5.7,0.6,2,1,1.0
93,3.1,288.3,5,36,17.5,1.0,4,1,3.0
71,3.2,227.2,6,37,7.2,0.8,4,3,2.5
51,3.4,173.4,4,35,5.4,0.5,3,3,1.5
90,3.7,333.0,8,43,14.3,1.4,5,3,3.5
97,3.1,300.7,6,26,10.9,0.7,3,2,2.5
21,3.1,65.1,2,42,2.4,0.3,5,2,1.0
69,4.0,276.0,5,44,8.5,0.7,4,2,2.5
42,4.0,168.0,5,35,7.6,0.9,2,1,1.5
51,3.9,198.9,3,41,7.1,0.4,3,1,2.0
98,3.9,382.2,8,30,10.4,0.9,1,1,3.0
75,3.9,292.5,8,44,9.0,1.1,2,3,3.0
89,4.1,364.9,7,33,14.7,1.0,2,3,3.5
53,4.0,212.0,6,27,10.5,1.1,1,3,2.0
37,3.3,122.1,2,25,7.0,0.3,1,3,1.5
66,3.5,231.0,5,39,12.0,0.7,3,2,2.5
98,3.6,352.8,11,38,10.9,1.2,5,2,3.5
98,3.5,343.0,7,32,12.1,0.8,3,3,3.0
25,3.2,80.0,2,38,3.9,0.3,3,2,1.0
80,4.0,320.0,5,36,9.4,0.5,5,2,2.5
27,3.9,105.3,2,33,4.9,0.2,2,3,1.0
91,3.3,300.3,8,28,17.0,1.4,2,3,3.0
55,3.0,165.0,6,33,7.3,0.7,3,3,2.0
63,2.8,176.4,4,35,12.2,0.6,5,2,2.0
29,2.9,84.1,2,29,4.4,0.4,1,2,1.0
70,3.0,210.0,5,38,9.7,0.5,2,1,2.0
68,3.7,251.6,5,26,8.2,0.8,4,1,2.0
45,3.1,139.5,3,41,5.1,0.3,5,1,1.5
75,3.7,277.5,5,44,10.5,0.6,1,3,2.5
72,3.3,237.6,6,32,14.0,0.8,3,1,2.5
74,4.1,303.4,4,36,10.4,0.6,5,3,2.5
67,3.5,234.5,4,39,11.4,0.7,4,2,2.0
100,3.7,370.0,7,38,17.5,0.8,3,2,3.5
75,3.4,255.0,8,32,11.5,1.5,1,1,2.5
94,4.1,385.4,6,42,16.8,0.9,5,1,3.0
56,3.8,212.8,5,25,10.6,0.8,4,3,2.0
43,3.7,159.1,5,37,8.1,0.8,5,3,1.5
98,3.6,352.8,7,32,15.2,1.4,5,1,3.0
41,4.2,172.2,3,40,4.3,0.3,4,3,1.5
58,3.8,220.4,3,29,9.5,0.5,2,1,2.0
19,3.9,74.1,2,40,3.4,0.3,2,1,1.0
66,2.9,191.4,7,44,10.5,1.3,1,1,2.5
67,3.9,261.3,4,35,11.4,0.6,3,3,2.5
66,3.6,237.6,6,40,10.0,0.6,4,1,2.0
52,3.3,171.6,4,41,5.2,0.7,1,3,2.0
58,3.6,208.8,6,39,6.3,0.7,4,1,2.0
67,3.7,247.9,7,25,11.7,0.9,5,2,2.0
16,3.2,51.2,2,30,1.7,0.3,4,1,1.0
68,3.4,231.2,7,34,11.4,0.8,5,1,2.0
98,3.8,372.4,10,35,15.3,1.4,2,2,3.5
91,3.1,282.1,10,35,15.1,2.0,1,3,3.5
49,4.0,196.0,6,34,6.8,1.2,5,3,2.0
60,2.9,174.0,5,26,11.8,0.9,2,3,2.0
86,3.6,309.6,8,31,9.0,0.9,5,3,3.0
93,3.3,306.9,6,40,15.4,1.0,2,1,3.0
69,2.9,200.1,4,28,11.3,0.8,4,2,2.0
86,3.9,335.4,9,30,10.0,1.8,4,3,3.0
25,3.6,90.0,2,27,3.3,0.4,5,1,1.0
43,3.8,163.4,4,32,6.9,0.5,3,3,1.5
83,3.3,273.9,6,44,9.8,0.8,2,1,2.5
77,4.0,308.0,9,33,11.4,1.2,1,2,3.0
61,2.9,176.9,5,45,10.3,0.9,1,1,2.0
21,3.1,65.1,2,34,3.8,0.2,3,1,1.0
78,3.9,304.2,10,44,15.2,1.3,2,2,3.0
96,4.1,393.6,6,35,12.4,1.1,3,1,3.0
78,4.0,312.0,5,27,9.9,1.0,1,1,2.5
26,3.1,80.6,3,27,4.6,0.4,1,1,1.0
26,3.3,85.8,2,28,3.8,0.3,4,3,1.0
50,3.9,195.0,5,36,9.6,0.7,1,1,2.0
43,4.1,176.3,5,38,7.3,0.6,3,1,1.5
25,3.2,80.0,2,40,4.8,0.3,2,1,1.0
67,3.3,221.1,5,38,9.0,0.8,4,1,2.0
84,2.8,235.2,6,28,10.5,1.0,4,2,2.5
99,3.5,346.5,12,39,18.2,2.1,1,2,3.5
88,2.9,255.2,6,33,12.0,0.9,4,2,2.5
61,2.9,176.9,7,31,10.5,1.1,4,3,2.0
47,3.9,183.3,3,45,5.4,0.6,5,2,1.5
95,3.3,313.5,6,26,11.5,0.7,1,1,2.5
81,4.1,332.1,5,40,15.9,0.9,1,1,3.0
57,3.8,216.6,4,35,7.9,0.8,2,3,2.0
32,3.2,102.4,3,35,6.2,0.6,5,3,1.0
88,3.8,334.4,9,36,11.1,1.3,3,3,3.0
67,4.0,268.0,5,31,13.3,0.9,5,3,2.5
53,3.4,180.2,3,42,5.6,0.3,5,3,1.5
86,3.6,309.6,6,36,12.8,0.9,5,2,3.0
48,3.1,148.8,4,31,5.3,0.5,1,1,1.5
51,3.4,173.4,5,31,7.6,0.6,4,3,1.5
55,3.6,198.0,4,42,10.1,0.5,2,1,2.0
63,3.7,233.1,5,45,7.0,1.0,2,3,2.5
24,3.8,91.2,2,41,4.1,0.3,5,2,1.0
54,4.1,221.4,7,33,6.9,0.8,2,2,2.0
32,4.0,128.0,2,35,6.2,0.3,5,2,1.0
39,4.0,156.0,3,34,7.3,0.5,5,2,1.5
55,3.6,198.0,3,42,9.0,0.6,2,3,2.0
50,3.0,150.0,5,37,8.4,0.5,3,1,1.5
16,3.7,59.2,1,41,3.0,0.1,2,3,1.0
97,3.4,329.8,6,33,12.0,1.1,4,2,3.0
88,2.8,246.4,7,37,16.3,0.8,3,3,2.5
63,3.1,195.3,5,30,10.7,0.9,2,1,2.0
81,3.9,315.9,5,33,12.9,0.6,3,2,2.5
67,3.7,247.9,6,34,7.7,0.7,5,1,2.0
33,4.2,138.6,2,32,4.7,0.3,5,2,1.0
40,4.1,164.0,3,29,6.7,0.4,1,1,1.5
68,3.6,244.8,6,36,8.0,1.1,4,3,2.5
65,3.0,195.0,7,28,11.7,1.2,4,2,2.0
39,3.3,128.7,5,33,4.2,0.6,3,1,1.5
31,3.1,96.1,2,40,4.7,0.4,1,3,1.5
88,3.5,308.0,10,39,12.3,1.3,2,2,3.0
75,3.9,292.5,8,35,13.5,1.3,4,1,2.5
60,4.0,240.0,4,31,8.1,0.4,5,3,2.0
69,3.0,207.0,7,26,9.6,0.7,5,3,2.0
64,3.6,230.4,4,38,12.7,0.6,5,2,2.0
89,3.7,329.3,9,31,9.7,1.0,1,1,3.0
25,3.4,85.0,3,26,4.9,0.6,4,1,1.0
26,4.1,106.6,2,31,4.9,0.4,4,3,1.0
54,3.3,178.2,5,30,6.3,0.7,3,1,1.5
62,3.5,217.0,5,26,8.6,0.9,4,1,2.0
70,3.6,252.0,8,32,7.5,1.5,5,3,2.5
22,3.4,74.8,2,43,2.3,0.4,2,2,1.0
28,4.1,114.8,3,42,5.6,0.6,5,2,1.0
70,3.9,273.0,4,41,10.9,0.6,4,1,2.5
68,4.0,272.0,8,35,9.7,1.2,4,1,2.5
31,3.9,120.9,2,29,5.5,0.3,2,2,1.0
59,3.6,212.4,6,26,10.2,0.9,5,2,2.0
19,2.8,53.2,2,35,3.0,0.3,5,1,1.0
17,3.9,66.3,1,25,2.8,0.2,4,1,1.0
23,3.7,85.1,2,26,3.7,0.3,5,3,1.0
98,2.9,284.2,6,32,17.5,0.8,1,1,3.0
34,3.0,102.0,3,26,3.5,0.4,2,3,1.0
97,3.5,339.5,9,37,18.1,1.3,5,2,3.5
35,4.0,140.0,4,41,7.0,0.7,4,3,1.5
94,3.6,338.4,7,39,13.9,1.3,3,3,3.5
47,4.1,192.7,3,38,4.8,0.4,4,2,1.5
19,3.9,74.1,2,31,2.0,0.2,1,1,1.0
38,3.7,140.6,3,27,4.2,0.4,4,1,1.0
77,3.2,246.4,5,42,11.4,0.8,1,2,2.5
93,4.0,372.0,6,37,13.4,0.7,3,1,3.0
40,3.7,148.0,4,28,6.6,0.7,5,3,1.5
47,3.6,169.2,3,28,5.3,0.4,1,1,1.5
32,3.5,112.0,3,38,5.8,0.5,4,1,1.0
32,3.1,99.2,2,42,5.5,0.3,5,1,1.0
52,2.8,145.6,6,31,6.2,0.9,4,1,1.5
47,3.8,178.6,3,33,5.3,0.3,2,1,1.5
41,4.1,168.1,3,28,7.1,0.4,4,3,1.5
63,3.1,195.3,7,45,10.4,1.0,5,2,2.0
64,4.1,262.4,7,40,8.7,0.7,4,2,2.5
29,2.9,84.1,2,29,5.7,0.2,3,2,1.0
91,3.6,327.6,7,45,12.0,0.9,3,3,3.0
66,3.0,198.0,5,26,10.9,0.7,2,2,2.0
82,4.0,328.0,7,30,9.1,1.1,2,3,3.0
33,2.9,95.7,3,40,3.6,0.6,2,3,1.5
39,3.2,124.8,3,39,6.1,0.3,5,2,1.5
90,3.9,351.0,5,32,10.3,0.5,3,3,3.0
90,3.8,342.0,5,35,11.4,0.6,4,3,3.0
39,3.3,128.7,2,29,7.2,0.3,3,1,1.0
47,4.0,188.0,5,28,5.3,0.9,2,3,2.0
74,3.7,273.8,7,42,8.2,1.3,4,2,2.5
51,3.2,163.2,5,35,8.5,0.8,1,1,2.0
57,3.8,216.6,4,35,9.3,0.7,1,3,2.0
23,3.3,75.9,2,31,2.5,0.4,3,3,1.0
28,3.9,109.2,2,25,5.3,0.3,5,3,1.0
17,3.9,66.3,1,39,3.4,0.2,4,1,1.0
83,3.2,265.6,6,28,13.1,0.9,3,2,2.5
70,2.9,203.0,6,29,8.9,0.7,4,2,2.0
40,3.9,156.0,3,44,5.1,0.3,5,3,1.5
67,3.3,221.1,7,32,10.5,0.8,4,2,2.0
55,3.3,181.5,6,27,10.4,1.0,3,2,2.0
96,2.8,268.8,8,38,13.7,1.2,5,1,3.0
35,3.8,133.0,2,40,4.9,0.2,3,3,1.5
53,3.2,169.6,5,33,10.5,0.5,5,2,1.5
94,3.4,319.6,9,27,14.4,1.7,3,2,3.0
37,4.1,151.7,2,42,5.2,0.3,2,2,1.5
88,3.0,264.0,6,34,16.0,0.9,2,1,2.5
72,2.9,208.8,7,37,7.8,1.2,5,3,2.5
83,3.6,298.8,8,43,13.3,1.4,1,2,3.0
89,3.8,338.2,10,44,16.0,1.9,1,1,3.5
43,3.5,150.5,5,42,7.3,0.9,4,2,1.5
76,3.3,250.8,5,33,14.1,0.6,4,2,2.5
67,3.3,221.1,4,45,7.6,0.6,2,3,2.5
59,3.0,177.0,3,39,10.1,0.5,3,2,2.0
41,3.2,131.2,4,36,4.5,0.8,1,2,1.5
48,3.9,187.2,3,30,8.0,0.4,5,3,1.5
28,3.5,98.0,2,32,4.9,0.3,1,1,1.0
55,4.0,220.0,6,40,10.7,1.2,5,1,2.0
88,3.0,264.0,7,41,11.0,1.3,3,3,3.0
74,3.4,251.6,7,30,8.3,1.0,3,1,2.5
56,3.8,212.8,5,39,9.7,0.6,4,3,2.0
65,3.2,208.0,4,30,12.7,0.7,2,2,2.0
89,3.2,284.8,8,45,11.3,1.2,5,3,3.0
25,2.9,72.5,2,35,2.6,0.4,2,2,1.0
49,4.1,200.9,6,34,8.8,1.0,2,2,2.0
33,3.0,99.0,2,45,3.6,0.3,2,3,1.5
79,4.2,331.8,5,29,7.9,0.8,2,3,3.0
90,3.4,306.0,6,38,16.5,1.1,1,1,3.0
75,4.2,315.0,5,42,10.7,0.6,3,2,2.5
61,2.9,176.9,6,36,11.2,1.1,1,1,2.0
28,3.6,100.8,2,39,3.7,0.4,4,2,1.0
81,3.8,307.8,8,29,8.5,0.9,4,2,2.5
66,3.5,231.0,7,40,10.0,0.9,1,1,2.5
46,3.6,165.6,5,25,4.8,0.8,3,2,1.5
94,3.6,338.4,9,33,13.5,1.4,5,3,3.0
24,3.0,72.0,3,39,4.0,0.5,5,2,1.0
31,3.5,108.5,3,29,5.5,0.3,3,3,1.0
54,3.6,194.4,4,41,6.4,0.8,5,2,2.0
82,3.3,270.6,5,38,10.6,0.8,5,2,2.5
77,3.7,284.9,7,34,8.4,1.0,5,2,2.5
29,3.4,98.6,2,34,3.5,0.3,2,1,1.0
53,3.9,206.7,3,26,6.4,0.4,1,1,1.5
71,2.9,205.9,6,36,9.9,1.2,5,2,2.0
24,2.8,67.2,1,41,4.3,0.1,2,3,1.0
85,3.5,297.5,6,27,15.0,0.8,3,1,2.5
31,4.2,130.2,2,33,5.0,0.3,4,2,1.0
90,3.4,306.0,10,45,14.1,1.7,3,2,3.5
31,2.8,86.8,2,36,5.1,0.4,1,3,1.0
30,3.2,96.0,2,32,4.6,0.3,3,2,1.0
92,3.5,322.0,7,26,16.5,1.4,5,3,3.0
17,4.1,69.7,1,34,2.3,0.1,4,1,1.0
65,3.0,195.0,7,30,13.0,1.3,2,3,2.5
60,4.1,246.0,4,41,6.7,0.7,2,2,2.0
69,4.1,282.9,4,32,10.1,0.5,1,3,2.5
40,3.7,148.0,5,42,7.2,0.5,1,3,2.0
90,3.1,279.0,10,38,10.6,1.3,2,3,3.0
45,3.6,162.0,5,38,8.5,0.6,4,2,1.5
95,3.9,370.5,8,38,17.0,1.2,1,3,3.5
86,3.3,283.8,9,35,9.9,1.8,1,2,3.0
33,4.1,135.3,4,29,3.5,0.5,1,3,1.5
82,2.9,237.8,5,37,8.7,0.7,3,3,2.5
29,3.2,92.8,3,27,3.2,0.6,1,2,1.0
72,4.2,302.4,5,25,9.1,0.8,1,1,2.5
92,3.6,331.2,7,32,12.3,0.8,2,1,3.0
44,3.6,158.4,3,38,7.0,0.6,3,2,1.5
62,3.1,192.2,5,31,10.3,0.8,5,2,2.0
70,4.0,280.0,4,32,11.0,0.5,5,2,2.5
56,3.4,190.4,4,45,10.6,0.5,3,1,2.0
38,3.9,148.2,3,29,5.5,0.4,5,2,1.0
66,3.9,257.4,4,25,7.0,0.6,1,2,2.0
57,3.0,171.0,4,32,7.4,0.6,2,3,2.0
48,3.5,168.0,3,33,5.6,0.4,5,2,1.5
74,3.3,244.2,9,25,8.4,1.1,2,3,2.5
97,3.0,291.0,11,28,17.9,2.0,1,1,3.0
17,3.0,51.0,2,33,2.9,0.3,2,2,1.0
82,2.9,237.8,6,26,10.0,1.1,3,2,2.5
25,3.8,95.0,1,28,5.0,0.2,2,3,1.0
27,3.9,105.3,3,44,3.3,0.4,5,3,1.0
64,3.5,224.0,7,41,7.4,1.0,1,1,2.5
96,3.6,345.6,7,42,13.1,0.8,4,3,3.0
33,3.2,105.6,4,36,3.9,0.5,1,2,1.5
58,3.8,220.4,5,32,7.4,0.6,3,1,2.0
47,3.6,169.2,3,32,6.4,0.5,3,1,1.5
52,4.0,208.0,3,30,5.9,0.3,5,2,1.5
17,3.8,64.6,1,29,2.5,0.1,3,1,1.0
79,2.8,221.2,6,39,8.2,0.8,4,2,2.5
49,3.9,191.1,3,36,8.7,0.3,1,3,2.0
50,2.8,140.0,3,44,6.7,0.3,2,1,1.5
52,3.9,202.8,6,28,6.4,0.7,1,1,2.0
53,4.2,222.6,3,41,6.2,0.4,1,1,2.0
39,3.5,136.5,2,41,5.4,0.2,3,2,1.5
78,3.1,241.8,8,38,10.5,1.1,2,1,2.5
27,2.8,75.6,2,43,4.3,0.2,1,2,1.0
82,3.0,246.0,7,35,15.4,1.1,5,3,2.5
84,3.5,294.0,8,39,12.1,1.2,2,2,3.0
89,3.9,347.1,6,28,15.7,1.0,5,1,3.0
15,4.0,60.0,1,31,2.6,0.1,4,2,1.0
86,3.8,326.8,7,30,17.1,0.9,2,3,3.0
68,2.9,197.2,5,31,10.4,0.5,4,1,2.0
23,4.2,96.6,1,34,4.6,0.2,5,1,1.0
50,3.8,190.0,3,41,7.2,0.3,1,2,2.0
51,3.4,173.4,5,28,6.0,0.7,4,2,1.5
73,3.9,284.7,5,30,9.4,0.7,4,2,2.5
35,3.6,126.0,2,31,4.7,0.4,1,3,1.5
34,3.6,122.4,2,33,5.3,0.3,5,2,1.0
15,4.2,63.0,1,30,2.6,0.1,2,3,1.0
73,3.9,284.7,9,35,7.6,0.9,3,3,2.5
42,3.2,134.4,4,35,8.3,0.5,2,1,1.5
85,3.0,255.0,6,31,10.5,0.9,2,3,2.5
70,3.0,210.0,4,41,7.9,0.5,3,2,2.0
23,3.4,78.2,1,36,3.8,0.2,3,3,1.0
79,3.3,260.7,8,45,8.1,0.9,2,1,2.5
50,3.4,170.0,3,25,7.5,0.5,4,1,1.5
48,2.9,139.2,5,33,8.1,0.6,5,1,1.5
95,3.1,294.5,10,39,10.4,1.0,1,2,3.0
46,3.9,179.4,3,33,8.3,0.6,3,3,1.5
80,3.9,312.0,8,31,13.3,1.4,1,2,3.0
39,3.4,132.6,5,32,5.7,0.7,4,3,1.5
65,3.3,214.5,5,40,12.4,0.5,2,2,2.0
77,4.0,308.0,9,36,10.3,1.6,4,2,3.0
59,3.1,182.9,4,34,6.2,0.5,3,3,2.0
40,3.3,132.0,2,27,7.1,0.3,1,2,1.5
35,3.9,136.5,4,29,7.0,0.8,3,3,1.5
96,3.6,345.6,7,44,17.4,1.2,1,1,3.5
65,2.9,188.5,7,42,7.7,0.7,4,3,2.0
38,2.8,106.4,3,44,6.4,0.4,5,2,1.5
26,2.8,72.8,2,34,2.6,0.3,4,3,1.0
25,3.7,92.5,2,40,2.7,0.3,5,2,1.0
41,3.7,151.7,3,40,5.2,0.4,4,1,1.5
37,2.9,107.3,2,40,5.9,0.2,3,2,1.0
47,3.0,141.0,3,37,6.8,0.4,4,2,1.5
94,3.8,357.2,8,37,16.3,1.2,1,2,3.5
52,3.2,166.4,4,29,7.4,0.6,2,1,1.5
69,4.2,289.8,6,29,13.7,1.0,2,1,2.5
84,3.2,268.8,5,35,8.9,0.7,5,1,2.5
56,3.3,184.8,7,28,10.3,1.4,4,3,2.0
43,3.4,146.2,4,30,7.8,0.5,3,3,1.5
48,4.0,192.0,3,44,7.8,0.4,1,2,2.0
71,3.6,255.6,7,33,8.8,0.9,2,3,2.5
17,4.0,68.0,2,45,3.2,0.2,3,3,1.0
20,3.4,68.0,1,39,2.2,0.1,2,3,1.0
62,3.7,229.4,4,27,12.0,0.7,2,3,2.0
78,2.8,218.4,9,29,13.0,1.7,2,2,2.5
27,3.6,97.2,2,33,4.9,0.3,2,3,1.0
50,2.9,145.0,4,32,8.3,0.6,2,1,1.5
93,3.1,288.3,11,36,14.8,2.1,1,3,3.5
84,4.2,352.8,6,32,12.8,0.8,1,2,3.0
47,3.7,173.9,5,43,7.6,0.9,5,1,1.5
90,4.0,360.0,10,44,16.4,1.0,1,1,3.5
71,2.9,205.9,5,26,10.0,0.5,5,1,2.0
69,3.3,227.7,5,32,13.4,0.7,3,3,2.5
27,4.0,108.0,2,26,3.0,0.2,2,3,1.0
65,3.4,221.0,4,30,10.9,0.5,4,1,2.0
67,3.2,214.4,5,25,7.4,0.8,2,2,2.0
50,3.5,175.0,4,44,7.1,0.7,1,3,2.0
19,3.5,66.5,1,28,2.0,0.1,2,2,1.0
39,4.2,163.8,2,43,6.1,0.4,3,2,1.5
95,3.3,313.5,11,43,18.3,1.3,4,3,3.5
51,4.1,209.1,3,28,9.8,0.4,2,1,1.5
33,4.1,135.3,3,26,5.8,0.5,5,2,1.0
49,3.4,166.6,4,37,6.0,0.6,5,1,1.5
48,4.1,196.8,3,43,6.5,0.5,3,3,2.0
68,3.8,258.4,5,29,13.5,0.6,2,1,2.5
60,4.0,240.0,5,36,8.2,0.7,5,1,2.0
20,4.0,80.0,1,38,3.2,0.2,3,2,1.0
97,2.9,281.3,5,44,10.7,0.6,1,2,3.0
15,4.1,61.5,1,39,3.0,0.2,1,1,1.0
85,3.5,297.5,5,28,14.1,0.7,1,3,3.0
48,3.7,177.6,3,40,6.6,0.4,1,1,1.5
70,3.2,224.0,4,38,9.5,0.5,4,2,2.0
97,3.7,358.9,9,31,13.5,1.1,3,1,3.0
40,2.8,112.0,2,32,6.1,0.2,3,2,1.0
56,3.3,184.8,6,29,6.6,1.0,5,3,2.0
52,3.7,192.4,4,39,7.2,0.7,5,3,2.0
40,3.1,124.0,5,27,7.3,0.9,2,1,1.5
73,3.7,270.1,6,44,12.1,0.8,1,2,2.5
98,4.0,392.0,7,32,11.7,1.2,5,1,3.0
38,2.9,110.2,5,40,7.4,0.9,3,2,1.5
35,3.6,126.0,4,38,4.4,0.6,5,1,1.0
74,3.6,266.4,6,34,12.7,1.1,4,2,2.5
34,3.9,132.6,4,26,6.8,0.4,1,3,1.5
20,3.8,76.0,2,35,2.3,0.4,1,2,1.0
81,3.4,275.4,5,38,14.5,0.9,3,3,2.5
24,3.3,79.2,2,44,2.5,0.3,4,1,1.0
26,4.2,109.2,2,39,3.7,0.3,2,1,1.0
36,3.5,126.0,2,28,7.1,0.3,1,1,1.0
76,3.4,258.4,8,26,12.4,0.8,1,1,2.5
75,4.2,315.0,5,43,9.4,0.6,2,2,3.0
94,3.1,291.4,12,45,11.4,1.6,4,3,3.5
31,3.1,96.1,3,33,4.6,0.4,5,2,1.0
24,4.2,100.8,2,43,4.3,0.2,5,2,1.0
26,3.7,96.2,3,35,2.9,0.5,3,2,1.0
97,3.5,339.5,6,45,10.7,0.9,5,2,3.0
54,2.9,156.6,3,37,6.1,0.3,2,3,1.5
37,3.3,122.1,3,32,5.0,0.3,1,2,1.5
54,3.4,183.6,6,36,10.3,0.9,5,1,2.0
88,3.5,308.0,5,42,16.4,0.9,2,3,3.0
88,3.4,299.2,5,37,17.0,0.9,5,1,2.5
64,3.4,217.6,5,31,9.6,0.7,2,3,2.0
24,4.2,100.8,1,33,3.2,0.2,1,2,1.0
18,4.2,75.6,2,30,2.4,0.2,3,3,1.0
15,2.9,43.5,1,36,2.4,0.1,1,1,1.0
57,3.0,171.0,4,27,8.4,0.6,2,3,2.0
97,4.1,397.7,8,29,12.7,1.1,2,2,3.5
19,3.2,60.8,1,36,3.5,0.2,5,1,1.0
48,3.7,177.6,5,38,5.3,0.7,5,1,1.5
80,3.9,312.0,6,34,11.9,0.8,3,1,2.5
38,3.5,133.0,3,25,6.9,0.4,4,1,1.0
28,2.8,78.4,2,44,4.1,0.3,5,1,1.0
55,4.0,220.0,4,37,10.3,0.5,3,3,2.0
56,3.9,218.4,4,41,6.2,0.5,1,1,2.0
27,2.9,78.3,3,32,4.0,0.4,5,2,1.0
43,4.1,176.3,3,28,4.7,0.5,1,2,1.5
79,4.0,316.0,6,26,9.6,1.0,2,1,2.5
60,3.2,192.0,4,45,6.8,0.6,2,1,2.0
48,2.9,139.2,3,37,6.3,0.4,4,2,1.5
77,3.4,261.8,6,26,13.5,1.0,2,1,2.5
18,4.0,72.0,2,34,2.5,0.4,4,2,1.0
42,3.5,147.0,3,35,7.3,0.4,3,1,1.5
97,3.2,310.4,9,40,11.5,1.6,2,2,3.5
15,3.1,46.5,2,27,2.4,0.3,2,3,1.0
50,3.3,165.0,4,37,9.8,0.7,3,2,2.0
27,4.2,113.4,2,35,4.9,0.3,2,2,1.0
19,4.0,76.0,1,36,2.5,0.2,4,3,1.0
28,3.6,100.8,3,26,2.9,0.5,2,2,1.0
94,3.9,366.6,7,45,10.8,1.2,4,1,3.0
46,3.2,147.2,4,25,6.3,0.8,3,1,1.5
64,3.7,236.8,5,38,11.0,0.7,3,3,2.5
41,4.0,164.0,2,28,4.9,0.4,3,2,1.5
49,3.3,161.7,3,38,9.4,0.5,3,1,1.5
17,3.9,66.3,1,31,1.7,0.2,2,3,1.0
18,3.7,66.6,1,39,2.6,0.1,2,3,1.0
21,3.7,77.7,2,42,2.8,0.2,2,3,1.0
91,2.9,263.9,10,27,16.9,1.2,2,1,3.0
17,4.1,69.7,2,29,2.2,0.4,2,2,1.0
95,3.9,370.5,8,31,18.3,1.5,1,2,3.5
73,2.9,211.7,6,42,13.5,1.2,5,3,2.5
88,3.7,325.6,5,32,11.4,0.9,5,1,2.5
15,3.8,57.0,1,35,3.0,0.1,4,3,1.0
42,3.9,163.8,4,31,7.5,0.7,3,1,1.5
73,2.9,211.7,8,42,7.7,1.0,2,1,2.5
67,3.7,247.9,6,43,9.4,0.6,3,1,2.5
24,3.1,74.4,1,35,3.5,0.1,1,2,1.0
85,3.4,289.0,6,42,14.8,0.9,2,2,3.0
17,3.5,59.5,1,38,3.0,0.2,5,1,1.0
21,2.8,58.8,2,42,4.0,0.3,2,1,1.0
23,3.2,73.6,2,42,4.6,0.3,5,2,1.0
83,3.9,323.7,5,45,9.4,0.6,1,2,3.0
27,4.0,108.0,2,44,5.1,0.3,5,2,1.0
54,3.3,178.2,4,30,10.3,0.7,5,2,1.5
76,3.4,258.4,8,27,12.2,1.0,2,1,2.5
76,4.0,304.0,5,35,13.5,0.7,4,3,2.5
24,3.1,74.4,2,34,4.0,0.2,2,2,1.0
25,3.8,95.0,2,29,4.9,0.3,5,2,1.0
90,3.4,306.0,6,29,9.8,0.7,1,3,3.0
76,4.2,319.2,5,32,10.4,0.9,5,3,2.5
91,3.6,327.6,6,28,17.1,0.6,1,1,3.0
70,3.0,210.0,5,37,7.7,0.9,5,2,2.0
63,3.0,189.0,4,44,6.7,0.6,5,2,2.0
30,2.8,84.0,2,35,3.3,0.2,2,1,1.0
87,3.8,330.6,9,30,9.0,1.1,2,1,3.0
88,3.4,299.2,8,30,10.4,1.0,5,3,3.0
23,2.8,64.4,2,36,2.8,0.3,3,2,1.0
47,2.9,136.3,3,34,5.9,0.5,1,1,1.5
49,3.2,156.8,5,30,9.5,0.8,3,2,1.5
89,3.4,302.6,9,41,10.1,1.2,2,2,3.0
53,4.1,217.3,4,32,8.7,0.7,1,2,2.0
91,3.6,327.6,6,29,15.9,1.1,4,3,3.0
39,4.1,159.9,5,35,7.4,0.8,2,3,2.0
94,3.2,300.8,6,34,9.8,1.1,5,3,3.0
70,3.3,231.0,7,28,8.9,1.2,4,1,2.0
62,4.0,248.0,5,34,6.2,0.7,4,3,2.0
99,3.5,346.5,7,37,18.9,0.9,3,1,3.0
24,3.6,86.4,2,35,2.4,0.3,5,2,1.0
55,3.6,198.0,4,28,7.4,0.5,1,2,2.0
97,3.7,358.9,8,41,14.5,1.3,2,2,3.5
73,3.6,262.8,4,32,13.7,0.7,3,1,2.5
42,3.8,159.6,5,38,7.9,0.9,4,1,1.5
55,3.0,165.0,3,44,6.7,0.5,2,3,2.0
80,3.8,304.0,9,37,15.9,0.9,1,2,3.0
65,3.0,195.0,5,44,8.3,0.9,4,2,2.0
76,3.3,250.8,4,34,14.5,0.5,2,1,2.5
44,4.0,176.0,4,26,8.0,0.7,4,2,1.5
54,3.7,199.8,4,38,8.5,0.7,2,1,2.0
54,4.2,226.8,4,28,10.1,0.5,2,2,2.0
83,3.2,265.6,6,43,14.2,0.6,2,1,2.5
76,4.1,311.6,7,43,8.5,1.3,3,2,3.0
29,3.7,107.3,2,27,4.0,0.3,2,1,1.0
17,3.3,56.1,2,28,1.9,0.3,1,1,1.0
38,3.9,148.2,2,31,7.0,0.2,1,2,1.5
55,4.1,225.5,3,27,8.6,0.4,2,1,2.0
77,3.9,300.3,9,27,7.7,1.6,1,1,3.0
62,2.8,173.6,4,33,11.9,0.5,4,2,2.0
75,2.8,210.0,8,33,12.2,1.5,3,1,2.5
62,3.0,186.0,4,28,8.1,0.6,2,2,2.0
61,4.0,244.0,5,43,10.0,0.6,1,1,2.5
